Question_item,Instruction Prompt_Item,Model_Item,Question,Instruction Prompt,Model,Dataset,Visualization,Task,Question_Answer
16,4,2,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v4.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,4,3,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v4.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,4,4,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v4.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,5,1,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,5,2,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,5,3,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v5.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
16,5,4,What percentage of medals won by Japanese athletes are bronze?,NormalizedStackedBarChart_Prompt_v5.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Retrieve Value,29.3
17,1,1,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v1.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,1,2,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v1.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,1,3,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v1.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,1,4,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v1.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,2,1,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v2.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,2,2,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v2.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,2,3,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v2.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,2,4,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v2.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,3,1,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v3.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,3,2,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v3.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,3,3,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v3.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,3,4,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v3.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,4,1,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v4.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,4,2,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v4.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,4,3,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v4.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,4,4,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v4.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,5,1,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,5,2,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,5,3,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v5.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
17,5,4,Which country has the lowest proportion of Gold medals?,NormalizedStackedBarChart_Prompt_v5.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Find Extremum,Great Britain
18,1,1,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v1.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,1,2,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v1.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,1,3,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v1.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,1,4,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v1.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,2,1,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v2.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,2,2,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v2.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,2,3,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v2.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,2,4,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v2.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,3,1,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v3.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,3,2,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v3.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,3,3,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v3.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,3,4,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v3.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,4,1,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v4.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,4,2,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v4.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,4,3,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v4.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,4,4,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v4.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,5,1,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,5,2,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v5.txt,gpt-4o-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,5,3,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v5.txt,o1,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
18,5,4,The percentage of silver medalists from Australia is higher than that from Japan.,NormalizedStackedBarChart_Prompt_v5.txt,o1-mini,100StackedBarGraph.csv,100% Stacked Bar Chart,Make Comparisons,No
